ANNOTATIONSESSIONID,ANNOTATORID,CHARUID,FIXATIONUID,READERUID,TEXTLANG,TEXTUID
301,177,6720,818147,102,en,8
301,177,7217,818267,102,en,8
301,177,7265,818278,102,en,8
301,177,7054,818238,102,en,8
301,177,7229,818268,102,en,8
301,177,7021,818229,102,en,8
301,177,6876,818192,102,en,8
301,177,6883,818195,102,en,8
301,177,7011,818224,102,en,8
301,177,6726,818146,102,en,8
301,177,7030,818231,102,en,8
301,177,6924,818207,102,en,8
301,177,6769,818161,102,en,8
301,177,7244,818258,102,en,8
301,177,7269,818279,102,en,8
301,177,6962,818211,102,en,8
301,177,6838,818182,102,en,8
301,177,7314,818287,102,en,8
301,177,6966,818213,102,en,8
301,177,6900,818200,102,en,8
301,177,6886,818194,102,en,8
301,177,7015,818227,102,en,8
301,177,7046,818212,102,en,8
301,177,6931,818208,102,en,8
301,177,6880,818191,102,en,8
301,177,7115,818251,102,en,8
301,177,6656,818132,102,en,8
301,177,7137,818253,102,en,8
301,177,6636,818130,102,en,8
301,177,7186,818264,102,en,8
301,177,6729,818150,102,en,8
301,177,6820,818173,102,en,8
301,177,7000,818226,102,en,8
301,177,7124,818252,102,en,8
301,177,6788,818165,102,en,8
301,177,6734,818153,102,en,8
301,177,6816,818172,102,en,8
301,177,6632,818128,102,en,8
301,177,7188,818263,102,en,8
301,177,6821,818178,102,en,8
301,177,7302,818290,102,en,8
301,177,7042,818233,102,en,8
301,177,6624,818126,102,en,8
301,177,7242,818269,102,en,8
301,177,6907,818204,102,en,8
301,177,6993,818219,102,en,8
301,177,6815,818170,102,en,8
301,177,7166,818241,102,en,8
301,177,6854,818187,102,en,8
301,177,7008,818222,102,en,8
301,177,6977,818193,102,en,8
301,177,7227,818274,102,en,8
662,355,5865,851686,3,en,7
662,355,6607,851800,3,en,7
662,355,6332,851857,3,en,7
662,355,6619,851685,3,en,7
662,355,5763,851690,3,en,7
662,355,6062,851687,3,en,7
662,355,6537,851689,3,en,7
662,355,6418,851688,3,en,7
673,359,3027,803046,98,en,4
673,359,3852,803378,98,en,4
673,359,3625,803301,98,en,4
673,359,3442,803273,98,en,4
673,359,3580,803347,98,en,4
673,359,3665,803311,98,en,4
673,359,2997,803032,98,en,4
673,359,3554,803242,98,en,4
673,359,3657,803307,98,en,4
673,359,2946,803020,98,en,4
673,359,3712,803319,98,en,4
673,359,3726,803326,98,en,4
673,359,3045,803049,98,en,4
673,359,3435,803272,98,en,4
673,359,3806,803374,98,en,4
673,359,3465,803224,98,en,4
673,359,3680,803312,98,en,4
673,359,3730,803327,98,en,4
673,359,3223,803116,98,en,4
673,359,3339,803257,98,en,4
673,359,3482,803278,98,en,4
673,359,3207,803112,98,en,4
673,359,3766,803339,98,en,4
673,359,3426,803270,98,en,4
673,359,2952,803021,98,en,4
673,359,2960,803024,98,en,4
673,359,3552,803243,98,en,4
673,359,3200,803109,98,en,4
673,359,3517,803236,98,en,4
673,359,2881,802991,98,en,4
673,359,2988,803065,98,en,4
673,359,3182,803106,98,en,4
673,359,2984,803029,98,en,4
673,359,3432,803187,98,en,4
673,359,3626,803352,98,en,4
673,359,3774,803340,98,en,4
673,359,3815,803373,98,en,4
673,359,3722,803320,98,en,4
673,359,3338,803172,98,en,4
673,359,2926,803017,98,en,4
673,359,3180,803157,98,en,4
673,359,3305,803139,98,en,4
673,359,3239,803120,98,en,4
673,359,3647,803306,98,en,4
673,359,3721,803321,98,en,4
673,359,3042,803069,98,en,4
673,359,3115,803086,98,en,4
673,359,3480,803226,98,en,4
673,359,3714,803328,98,en,4
673,359,3463,803275,98,en,4
673,359,3410,803183,98,en,4
673,359,3596,803349,98,en,4
673,359,3403,803211,98,en,4
673,359,3543,803286,98,en,4
673,359,3006,803066,98,en,4
673,359,3102,803085,98,en,4
673,359,3229,803169,98,en,4
673,359,3060,803074,98,en,4
673,359,3426,803217,98,en,4
673,359,3138,803149,98,en,4
673,359,3492,803231,98,en,4
673,359,3716,803323,98,en,4
673,359,3266,803131,98,en,4
673,359,3593,803232,98,en,4
673,359,3544,803241,98,en,4
673,359,3635,803303,98,en,4
673,359,3423,803184,98,en,4
673,359,2993,803064,98,en,4
673,359,3732,803331,98,en,4
673,359,3318,803141,98,en,4
673,359,3587,803342,98,en,4
673,359,3173,803104,98,en,4
673,359,3021,803067,98,en,4
673,359,3128,803148,98,en,4
673,359,3737,803336,98,en,4
673,359,3033,803068,98,en,4
673,359,3084,803081,98,en,4
673,359,3159,803101,98,en,4
673,359,3416,803214,98,en,4
673,359,3628,803302,98,en,4
673,359,3498,803280,98,en,4
673,359,3661,803358,98,en,4
673,359,3442,803271,98,en,4
673,359,3579,803247,98,en,4
673,359,3590,803249,98,en,4
673,359,3716,803318,98,en,4
673,359,3256,803175,98,en,4
673,359,2968,803026,98,en,4
673,359,3107,803087,98,en,4
673,359,3274,803134,98,en,4
673,359,3445,803220,98,en,4
673,359,3180,803105,98,en,4
673,359,3726,803322,98,en,4
673,359,3645,803304,98,en,4
673,359,3113,803088,98,en,4
673,359,3248,803124,98,en,4
673,359,3451,803274,98,en,4
673,359,3232,803170,98,en,4
673,359,3589,803291,98,en,4
673,359,2893,802993,98,en,4
673,359,3143,803093,98,en,4
673,359,3087,803082,98,en,4
673,359,2877,802990,98,en,4
673,359,2999,803037,98,en,4
673,359,2994,803030,98,en,4
673,359,3210,803089,98,en,4
673,359,3140,803092,98,en,4
673,359,3667,803309,98,en,4
673,359,3450,803221,98,en,4
673,359,3071,803077,98,en,4
673,359,2972,803027,98,en,4
673,359,3389,803262,98,en,4
673,359,3534,803284,98,en,4
673,359,3441,803218,98,en,4
673,359,3508,803281,98,en,4
673,359,3486,803263,98,en,4
673,359,3255,803128,98,en,4
673,359,3205,803111,98,en,4
673,359,3361,803196,98,en,4
673,359,2888,803011,98,en,4
673,359,3251,803127,98,en,4
673,359,3038,803070,98,en,4
673,359,3224,803167,98,en,4
673,359,3758,803338,98,en,4
673,359,3598,803293,98,en,4
673,359,3355,803258,98,en,4
673,359,3405,803209,98,en,4
673,359,3480,803227,98,en,4
673,359,3004,803038,98,en,4
673,359,3155,803099,98,en,4
673,359,3216,803166,98,en,4
673,359,3248,803123,98,en,4
673,359,3528,803239,98,en,4
673,359,2959,803057,98,en,4
673,359,3862,803381,98,en,4
673,359,2917,803016,98,en,4
673,359,3143,803150,98,en,4
673,359,2878,803008,98,en,4
673,359,3435,803219,98,en,4
673,359,2987,803061,98,en,4
673,359,3357,803195,98,en,4
673,359,3416,803266,98,en,4
673,359,3352,803194,98,en,4
673,359,3558,803244,98,en,4
673,359,2972,803059,98,en,4
673,359,2906,802998,98,en,4
673,359,3261,803132,98,en,4
673,359,3241,803121,98,en,4
673,359,3328,803255,98,en,4
673,359,3676,803310,98,en,4
673,359,3421,803188,98,en,4
673,359,3053,803050,98,en,4
673,359,3733,803359,98,en,4
673,359,3148,803094,98,en,4
