ANNOTATIONSESSIONID,ANNOTATORID,CHARUID,FIXATIONUID,READERUID,TEXTLANG,TEXTUID
59,8,6014,851766,3,en,7
59,8,6362,851880,3,en,7
59,8,6574,851930,3,en,7
59,8,6318,851836,3,en,7
59,8,6144,851793,3,en,7
59,8,6435,851895,3,en,7
59,8,6139,851792,3,en,7
59,8,6534,851921,3,en,7
59,8,6523,851917,3,en,7
59,8,6550,851926,3,en,7
59,8,5747,851704,3,en,7
59,8,6527,851920,3,en,7
59,8,5898,851743,3,en,7
59,8,6399,851862,3,en,7
59,8,5603,851692,3,en,7
59,8,6394,851888,3,en,7
59,8,6072,851778,3,en,7
59,8,6519,851918,3,en,7
59,8,5660,851705,3,en,7
59,8,6341,851848,3,en,7
59,8,6331,851870,3,en,7
59,8,6356,851879,3,en,7
59,8,6339,851873,3,en,7
59,8,6328,851866,3,en,7
59,8,6376,851884,3,en,7
59,8,6248,851818,3,en,7
59,8,5938,851750,3,en,7
59,8,5997,851762,3,en,7
59,8,6145,851795,3,en,7
59,8,6554,851925,3,en,7
59,8,5615,851694,3,en,7
59,8,6338,851874,3,en,7
59,8,5972,851757,3,en,7
59,8,6167,851801,3,en,7
59,8,5738,851701,3,en,7
59,8,6336,851872,3,en,7
59,8,5839,851728,3,en,7
59,8,6086,851783,3,en,7
59,8,6378,851885,3,en,7
59,8,5720,851724,3,en,7
59,8,6158,851798,3,en,7
59,8,5675,851712,3,en,7
59,8,6463,851902,3,en,7
59,8,6433,851896,3,en,7
59,8,5876,851739,3,en,7
59,8,6345,851875,3,en,7
59,8,6412,851865,3,en,7
59,8,6212,851810,3,en,7
59,8,6470,851904,3,en,7
59,8,5803,851719,3,en,7
59,8,5619,851697,3,en,7
59,8,6421,851869,3,en,7
59,8,6240,851841,3,en,7
59,8,5671,851733,3,en,7
59,8,6425,851894,3,en,7
59,8,6589,851938,3,en,7
59,8,6049,851774,3,en,7
59,8,6373,851856,3,en,7
59,8,6338,851844,3,en,7
59,8,5734,851700,3,en,7
59,8,6190,851826,3,en,7
59,8,5990,851782,3,en,7
59,8,6403,851863,3,en,7
59,8,6176,851823,3,en,7
59,8,6169,851821,3,en,7
59,8,5985,851780,3,en,7
59,8,6124,851790,3,en,7
59,8,6600,851915,3,en,7
59,8,6577,851932,3,en,7
59,8,6186,851805,3,en,7
59,8,5923,851747,3,en,7
59,8,6340,851871,3,en,7
59,8,6037,851770,3,en,7
59,8,5845,851729,3,en,7
59,8,6162,851800,3,en,7
59,8,6369,851882,3,en,7
59,8,5720,851722,3,en,7
59,8,6025,851768,3,en,7
59,8,6345,851843,3,en,7
59,8,6207,851809,3,en,7
59,8,6348,851877,3,en,7
59,8,5997,851784,3,en,7
59,8,6299,851859,3,en,7
59,8,5830,851727,3,en,7
59,8,6241,851842,3,en,7
59,8,5892,851742,3,en,7
59,8,6415,851892,3,en,7
